medicine_id,name,batch,expiry,quantity
MED7965,Paracetamol,B15,2025-12-18,181
MED7966,Paracetamol,B16,2025-11-28,145
MED7967,Paracetamol,B17,2025-11-03,129
MED7968,Paracetamol,B18,2026-06-16,40
MED7969,Paracetamol,B19,2026-06-27,18
MED7970,Paracetamol,B20,2026-03-21,177
MED7971,Paracetamol,B21,2026-10-12,23
MED7972,Paracetamol,B22,2026-10-14,82
MED7973,Paracetamol,B23,2026-07-08,126
MED7974,Paracetamol,B24,2026-05-04,50
MED7975,Paracetamol,B25,2026-01-10,60
MED7976,Paracetamol,B26,2026-05-25,83
MED7977,Paracetamol,B27,2026-06-10,4
MED7978,Paracetamol,B28,2026-03-03,92
MED7979,Paracetamol,B29,2026-01-05,77
MED7980,Paracetamol,B30,2025-08-21,25
MED7982,Paracetamol,B32,2025-07-13,175
MED7983,Paracetamol,B33,2025-07-29,94
MED7984,Paracetamol,B34,2025-11-28,138
MED7985,Paracetamol,B35,2025-12-14,29
MED7986,Paracetamol,B36,2025-12-18,95
MED7987,Paracetamol,B37,2026-06-05,26
MED7988,Paracetamol,B38,2026-08-25,139
MED7989,Paracetamol,B39,2026-04-26,3
MED7990,Paracetamol,B40,2025-09-14,200
MED7991,Paracetamol,B41,2026-07-31,39
MED7992,Paracetamol,B42,2025-10-25,86
MED7993,Paracetamol,B43,2026-10-11,64
MED7994,Paracetamol,B44,2026-06-17,117
MED7995,Paracetamol,B45,2026-09-01,170
MED7996,Paracetamol,B46,2026-04-08,195
MED7997,Paracetamol,B47,2025-08-23,58
MED7998,Paracetamol,B48,2025-10-20,167
MED7999,Paracetamol,B49,2025-11-12,149
MED8001,Paracetamol,B1,2026-04-26,110
MED8002,Paracetamol,B2,2025-09-01,167
MED8003,Paracetamol,B3,2025-10-02,185
MED8004,Paracetamol,B4,2025-08-23,137
MED8005,Paracetamol,B5,2026-07-24,57
MED8006,Paracetamol,B6,2026-05-14,141
MED8007,Paracetamol,B7,2026-07-01,156
MED8008,Paracetamol,B8,2026-06-08,27
MED8009,Paracetamol,B9,2026-01-06,122
MED8010,Paracetamol,B10,2026-08-11,11
MED8011,Paracetamol,B11,2026-08-10,95
MED8012,Paracetamol,B12,2026-08-05,112
MED8013,Paracetamol,B13,2025-09-18,94
MED8014,Paracetamol,B14,2026-07-08,55
MED8015,Paracetamol,B15,2026-03-14,25
MED8016,Paracetamol,B16,2026-09-26,159
MED8017,Paracetamol,B17,2025-12-02,78
MED8018,Paracetamol,B18,2026-03-04,7
MED8019,Paracetamol,B19,2025-11-17,71
MED8021,Paracetamol,B21,2026-06-10,111
MED8022,Paracetamol,B22,2025-10-21,30
MED8023,Paracetamol,B23,2025-12-13,142
MED8024,Paracetamol,B24,2026-06-23,52
MED8025,Paracetamol,B25,2026-06-29,164
MED8026,Paracetamol,B26,2025-10-01,31
MED8027,Paracetamol,B27,2026-09-07,137
MED8028,Paracetamol,B28,2025-07-19,111
MED8029,Paracetamol,B29,2026-07-24,136
MED8030,Paracetamol,B30,2026-06-11,115
MED8031,Paracetamol,B31,2026-09-11,173
MED8032,Paracetamol,B32,2026-10-29,185
MED8033,Paracetamol,B33,2025-10-05,86
MED8034,Paracetamol,B34,2026-10-04,192
MED8035,Paracetamol,B35,2025-07-30,117
MED8036,Paracetamol,B36,2026-06-28,92
MED8037,Paracetamol,B37,2026-06-06,131
MED8038,Paracetamol,B38,2026-10-27,47
MED8039,Paracetamol,B39,2026-06-18,32
MED8040,Paracetamol,B40,2026-02-06,100
MED8041,Paracetamol,B41,2026-03-21,49
MED8042,Paracetamol,B42,2025-11-27,180
MED8043,Paracetamol,B43,2026-08-18,158
MED8044,Paracetamol,B44,2026-06-24,45
MED8045,Paracetamol,B45,2026-10-21,112
MED8046,Paracetamol,B46,2025-12-27,174
MED8047,Paracetamol,B47,2026-05-02,46
MED8048,Paracetamol,B48,2026-04-25,7
MED8049,Paracetamol,B49,2026-01-20,152
MED8050,Paracetamol,B0,2026-10-28,83
MED8051,Paracetamol,B1,2026-01-15,59
MED8052,Paracetamol,B2,2026-05-09,73
MED8053,Paracetamol,B3,2026-07-26,82
MED8054,Paracetamol,B4,2026-05-19,90
MED8056,Paracetamol,B6,2025-11-29,161
MED8057,Paracetamol,B7,2026-04-23,157
MED8058,Paracetamol,B8,2025-07-11,116
MED8059,Paracetamol,B9,2025-11-16,60
MED8060,Paracetamol,B10,2026-08-20,7
MED8061,Paracetamol,B11,2025-12-10,170
MED8062,Paracetamol,B12,2025-08-20,147
MED8063,Paracetamol,B13,2026-06-01,138
MED8064,Paracetamol,B14,2026-05-26,190
MED8065,Paracetamol,B15,2026-11-12,126
MED8066,Paracetamol,B16,2025-09-27,106
MED8067,Paracetamol,B17,2025-09-25,68
MED8068,Paracetamol,B18,2025-12-24,173
MED8069,Paracetamol,B19,2025-10-28,39
MED8070,Paracetamol,B20,2026-03-06,200
MED8071,Paracetamol,B21,2026-04-21,185
MED8072,Paracetamol,B22,2026-10-10,80
MED8073,Paracetamol,B23,2026-06-08,127
MED8075,Paracetamol,B25,2026-10-22,61
MED8076,Paracetamol,B26,2025-08-28,61
MED8077,Paracetamol,B27,2026-10-04,73
MED8078,Paracetamol,B28,2026-10-13,51
MED8080,Paracetamol,B30,2026-08-01,53
MED8081,Paracetamol,B31,2026-04-20,86
MED8082,Paracetamol,B32,2026-06-17,21
MED8083,Paracetamol,B33,2026-01-30,163
MED8084,Paracetamol,B34,2025-11-18,182
MED8085,Paracetamol,B35,2026-10-24,124
MED8086,Paracetamol,B36,2026-07-30,35
MED8087,Paracetamol,B37,2025-11-28,115
MED8088,Paracetamol,B38,2026-09-10,175
MED8089,Paracetamol,B39,2026-10-07,50
MED8090,Paracetamol,B40,2026-11-10,140
MED8091,Paracetamol,B41,2026-08-28,90
MED8092,Paracetamol,B42,2025-07-14,31
MED8093,Paracetamol,B43,2026-07-31,24
MED8095,Paracetamol,B45,2026-06-23,121
MED8096,Paracetamol,B46,2026-09-19,62
MED8097,Paracetamol,B47,2025-07-30,80
MED8098,Paracetamol,B48,2025-08-13,189
MED8099,Paracetamol,B49,2025-10-30,4
MED8100,Paracetamol,B0,2025-11-01,112
MED8101,Paracetamol,B1,2026-08-16,91
MED8102,Paracetamol,B2,2026-10-23,132
MED8103,Paracetamol,B3,2025-11-03,197
MED8105,Paracetamol,B5,2026-02-09,93
MED8106,Paracetamol,B6,2026-09-22,92
MED8107,Paracetamol,B7,2025-07-22,93
MED8108,Paracetamol,B8,2026-03-25,24
MED8109,Paracetamol,B9,2026-02-19,101
MED8110,Paracetamol,B10,2025-11-25,168
MED8111,Paracetamol,B11,2025-12-19,144
MED8112,Paracetamol,B12,2026-02-22,146
MED8113,Paracetamol,B13,2025-11-15,73
MED8114,Paracetamol,B14,2026-01-12,153
MED8115,Paracetamol,B15,2025-10-26,83
MED8116,Paracetamol,B16,2026-07-22,110
MED8117,Paracetamol,B17,2026-05-31,21
MED8118,Paracetamol,B18,2026-07-05,77
MED8119,Paracetamol,B19,2026-09-29,140
MED8121,Paracetamol,B21,2026-10-08,191
MED8122,Paracetamol,B22,2026-04-21,9
MED8123,Paracetamol,B23,2026-02-23,166
MED8124,Paracetamol,B24,2026-03-04,87
MED8125,Paracetamol,B25,2026-01-16,199
MED8126,Paracetamol,B26,2025-07-16,122
MED8127,Paracetamol,B27,2025-09-25,188
MED8128,Paracetamol,B28,2026-02-05,125
MED8129,Paracetamol,B29,2026-08-08,47
MED8130,Paracetamol,B30,2026-09-24,139
MED8131,Paracetamol,B31,2026-02-28,75
MED8133,Paracetamol,B33,2026-11-17,157
MED8134,Paracetamol,B34,2026-01-30,30
MED8135,Paracetamol,B35,2026-10-15,16
MED8136,Paracetamol,B36,2025-12-30,169
MED8137,Paracetamol,B37,2026-03-09,39
MED8138,Paracetamol,B38,2026-07-30,92
MED8139,Paracetamol,B39,2026-06-03,162
MED8140,Paracetamol,B40,2025-11-10,138
MED8141,Paracetamol,B41,2025-07-07,19
MED8142,Paracetamol,B42,2025-12-24,86
MED8143,Paracetamol,B43,2025-08-20,166
MED8144,Paracetamol,B44,2026-03-22,118
MED8145,Paracetamol,B45,2026-04-28,145
MED8146,Paracetamol,B46,2026-10-28,45
MED8147,Paracetamol,B47,2025-10-12,131
MED8148,Paracetamol,B48,2026-07-28,82
MED8149,Paracetamol,B49,2026-08-11,185
MED8150,Paracetamol,B0,2026-03-17,181
MED8151,Paracetamol,B1,2026-06-04,150
MED8152,Paracetamol,B2,2025-08-08,113
MED8153,Paracetamol,B3,2025-08-25,51
MED8154,Paracetamol,B4,2025-11-03,171
MED8155,Paracetamol,B5,2025-12-25,179
MED8156,Paracetamol,B6,2026-03-25,82
MED8157,Paracetamol,B7,2026-04-27,59
MED8158,Paracetamol,B8,2025-09-27,54
MED8159,Paracetamol,B9,2026-02-11,47
MED8160,Paracetamol,B10,2026-07-31,1
MED8161,Paracetamol,B11,2025-12-07,105
MED8162,Paracetamol,B12,2025-12-06,103
MED8163,Paracetamol,B13,2025-12-03,71
MED8164,Paracetamol,B14,2026-06-25,167
MED8165,Paracetamol,B15,2026-05-16,102
MED8166,Paracetamol,B16,2026-11-07,95
MED8167,Paracetamol,B17,2026-03-08,98
MED8168,Paracetamol,B18,2025-11-24,184
MED8169,Paracetamol,B19,2026-06-07,11
MED8170,Paracetamol,B20,2025-10-28,123
MED8171,Paracetamol,B21,2025-11-09,193
MED8172,Paracetamol,B22,2026-01-16,185
MED8173,Paracetamol,B23,2026-11-07,98
MED8174,Paracetamol,B24,2026-02-12,86
MED8175,Paracetamol,B25,2026-02-19,64
MED8176,Paracetamol,B26,2026-10-16,3
MED8177,Paracetamol,B27,2026-08-02,160
MED8178,Paracetamol,B28,2026-02-24,180
MED8179,Paracetamol,B29,2025-10-05,45
MED8180,Paracetamol,B30,2025-07-17,175
MED8181,Paracetamol,B31,2026-04-23,154
MED8182,Paracetamol,B32,2026-09-22,102
MED8183,Paracetamol,B33,2025-08-24,21
MED8184,Paracetamol,B34,2026-02-25,15
MED8185,Paracetamol,B35,2026-10-16,19
MED8186,Paracetamol,B36,2026-06-27,47
MED8187,Paracetamol,B37,2026-05-30,63
MED8188,Paracetamol,B38,2025-07-16,190
MED8189,Paracetamol,B39,2026-03-04,128
MED8190,Paracetamol,B40,2026-07-20,2
MED8191,Paracetamol,B41,2026-04-28,81
MED8192,Paracetamol,B42,2026-04-09,125
MED8193,Paracetamol,B43,2025-08-04,58
MED8194,Paracetamol,B44,2026-11-01,93
MED8195,Paracetamol,B45,2026-10-13,127
MED8196,Paracetamol,B46,2025-12-14,138
MED8197,Paracetamol,B47,2025-11-25,18
MED8198,Paracetamol,B48,2026-09-16,39
MED8199,Paracetamol,B49,2026-11-06,98
MED8200,Paracetamol,B0,2026-09-28,29
MED8202,Paracetamol,B2,2025-10-25,187
MED8203,Paracetamol,B3,2026-01-20,99
MED8204,Paracetamol,B4,2026-02-04,102
MED8205,Paracetamol,B5,2026-01-27,34
MED8206,Paracetamol,B6,2026-11-11,108
MED8207,Paracetamol,B7,2026-05-27,200
MED8208,Paracetamol,B8,2026-04-24,34
MED8209,Paracetamol,B9,2026-01-15,30
MED8210,Paracetamol,B10,2025-11-29,172
MED8211,Paracetamol,B11,2026-08-22,176
MED8212,Paracetamol,B12,2025-10-04,44
MED8213,Paracetamol,B13,2026-03-17,43
MED8214,Paracetamol,B14,2026-07-10,138
MED8215,Paracetamol,B15,2025-12-29,134
MED8216,Paracetamol,B16,2025-12-27,24
MED8217,Paracetamol,B17,2026-03-29,178
MED8218,Paracetamol,B18,2025-07-13,44
MED8219,Paracetamol,B19,2026-10-04,54
MED8220,Paracetamol,B20,2026-04-14,169
MED8221,Paracetamol,B21,2025-09-30,67
MED8222,Paracetamol,B22,2025-07-20,111
MED8224,Paracetamol,B24,2025-11-22,163
MED8225,Paracetamol,B25,2026-04-10,49
MED8226,Paracetamol,B26,2025-07-19,149
MED8227,Paracetamol,B27,2026-09-29,139
MED8228,Paracetamol,B28,2026-08-15,139
MED8229,Paracetamol,B29,2026-10-11,95
MED8230,Paracetamol,B30,2026-05-05,42
MED8231,Paracetamol,B31,2026-02-04,120
MED8232,Paracetamol,B32,2026-06-01,122
MED8233,Paracetamol,B33,2026-03-12,162
MED8234,Paracetamol,B34,2026-07-16,137
MED8235,Paracetamol,B35,2026-04-04,62
MED8236,Paracetamol,B36,2026-07-19,55
MED8237,Paracetamol,B37,2026-10-12,97
MED8238,Paracetamol,B38,2025-12-02,67
MED8239,Paracetamol,B39,2026-06-25,20
MED8240,Paracetamol,B40,2025-09-28,35
MED8241,Paracetamol,B41,2026-07-15,24
MED8242,Paracetamol,B42,2026-01-27,43
MED8243,Paracetamol,B43,2026-10-25,48
MED8244,Paracetamol,B44,2026-08-10,51
MED8245,Paracetamol,B45,2025-09-25,69
MED8246,Paracetamol,B46,2025-07-15,95
MED8247,Paracetamol,B47,2025-09-11,72
MED8248,Paracetamol,B48,2026-04-24,92
MED8249,Paracetamol,B49,2026-03-27,18
MED8250,Paracetamol,B0,2026-10-22,163
MED8251,Paracetamol,B1,2026-09-15,35
MED8252,Paracetamol,B2,2026-02-01,99
MED8253,Paracetamol,B3,2026-10-01,117
MED8255,Paracetamol,B5,2025-10-28,4
MED8256,Paracetamol,B6,2026-06-01,42
MED8257,Paracetamol,B7,2026-02-02,184
MED8258,Paracetamol,B8,2026-02-27,113
MED8259,Paracetamol,B9,2025-10-20,11
MED8260,Paracetamol,B10,2025-12-13,169
MED8261,Paracetamol,B11,2026-05-23,164
MED8262,Paracetamol,B12,2025-12-13,174
MED8263,Paracetamol,B13,2026-03-26,78
MED8265,Paracetamol,B15,2026-02-04,88
MED8266,Paracetamol,B16,2026-02-08,69
MED8267,Paracetamol,B17,2025-08-20,177
MED8268,Paracetamol,B18,2025-09-23,130
MED8269,Paracetamol,B19,2026-06-22,69
MED8270,Paracetamol,B20,2025-09-12,18
MED8271,Paracetamol,B21,2026-03-01,145
MED8272,Paracetamol,B22,2026-06-12,56
MED8273,Paracetamol,B23,2026-05-22,79
MED8274,Paracetamol,B24,2026-07-16,132
MED8275,Paracetamol,B25,2026-09-03,82
MED8276,Paracetamol,B26,2025-08-07,56
MED8277,Paracetamol,B27,2026-02-05,16
MED8278,Paracetamol,B28,2026-08-26,70
MED8279,Paracetamol,B29,2026-10-20,187
MED8280,Paracetamol,B30,2026-06-02,91
MED8281,Paracetamol,B31,2026-04-04,92
MED8282,Paracetamol,B32,2026-06-22,88
MED8283,Paracetamol,B33,2025-10-21,98
MED8284,Paracetamol,B34,2026-07-20,182
MED8285,Paracetamol,B35,2026-10-27,41
MED8286,Paracetamol,B36,2026-10-09,102
MED8287,Paracetamol,B37,2026-02-18,182
MED8288,Paracetamol,B38,2025-12-28,138
MED8289,Paracetamol,B39,2026-06-29,180
MED8290,Paracetamol,B40,2026-11-17,179
MED8291,Paracetamol,B41,2025-09-06,67
MED8292,Paracetamol,B42,2026-04-06,57
MED8293,Paracetamol,B43,2026-07-27,152
MED8294,Paracetamol,B44,2025-09-21,48
MED8295,Paracetamol,B45,2026-10-29,147
MED8296,Paracetamol,B46,2025-08-08,107
MED8297,Paracetamol,B47,2026-07-23,41
MED8298,Paracetamol,B48,2026-01-05,155
MED8299,Paracetamol,B49,2026-05-26,15
MED8300,Paracetamol,B0,2026-03-02,28
MED8301,Paracetamol,B1,2025-10-03,143
MED8302,Paracetamol,B2,2025-12-24,46
MED8303,Paracetamol,B3,2025-12-28,166
MED8304,Paracetamol,B4,2026-07-07,107
MED8305,Paracetamol,B5,2026-02-23,29
MED8306,Paracetamol,B6,2026-06-21,166
MED8307,Paracetamol,B7,2026-03-31,94
MED8308,Paracetamol,B8,2026-07-31,96
MED8309,Paracetamol,B9,2026-09-03,145
MED8310,Paracetamol,B10,2026-10-17,124
MED8311,Paracetamol,B11,2026-08-05,102
MED8312,Paracetamol,B12,2025-07-28,105
MED8313,Paracetamol,B13,2026-03-17,189
MED8314,Paracetamol,B14,2026-08-13,171
MED8316,Paracetamol,B16,2026-04-28,80
MED8318,Paracetamol,B18,2025-11-30,4
MED8319,Paracetamol,B19,2025-11-16,172
MED8320,Paracetamol,B20,2025-11-17,73
MED8321,Paracetamol,B21,2026-06-01,155
MED8324,Paracetamol,B24,2026-03-27,105
MED8325,Paracetamol,B25,2025-12-31,28
MED8327,Paracetamol,B27,2025-10-25,75
MED8328,Paracetamol,B28,2026-03-08,179
MED8329,Paracetamol,B29,2026-03-20,88
MED8330,Paracetamol,B30,2026-03-06,108
MED8331,Paracetamol,B31,2026-01-25,143
MED8332,Paracetamol,B32,2026-02-12,135
MED8333,Paracetamol,B33,2025-08-24,133
MED8334,Paracetamol,B34,2026-05-17,165
MED8335,Paracetamol,B35,2026-06-12,55
MED8336,Paracetamol,B36,2026-04-29,182
MED8337,Paracetamol,B37,2026-01-05,182
MED8338,Paracetamol,B38,2025-09-16,33
MED8339,Paracetamol,B39,2026-10-03,43
MED8340,Paracetamol,B40,2026-09-12,155
MED8341,Paracetamol,B41,2025-11-29,59
MED8342,Paracetamol,B42,2026-01-06,22
MED8343,Paracetamol,B43,2026-04-07,169
MED8344,Paracetamol,B44,2025-12-03,51
MED8345,Paracetamol,B45,2026-07-06,145
MED8346,Paracetamol,B46,2025-11-16,82
MED8347,Paracetamol,B47,2025-12-10,127
MED8349,Paracetamol,B49,2026-01-23,33
MED8350,Paracetamol,B0,2026-08-31,54
MED8351,Paracetamol,B1,2026-10-04,16
MED8352,Paracetamol,B2,2026-10-28,50
MED8353,Paracetamol,B3,2026-03-30,82
MED8354,Paracetamol,B4,2026-09-13,23
MED8355,Paracetamol,B5,2025-11-05,166
MED8356,Paracetamol,B6,2026-02-22,134
MED8358,Paracetamol,B8,2025-09-10,86
MED8359,Paracetamol,B9,2025-12-29,123
MED8360,Paracetamol,B10,2026-07-28,64
MED8361,Paracetamol,B11,2026-08-16,54
MED8362,Paracetamol,B12,2025-09-06,179
MED8363,Paracetamol,B13,2026-10-31,181
MED8365,Paracetamol,B15,2025-09-23,170
MED8366,Paracetamol,B16,2025-09-23,71
MED8367,Paracetamol,B17,2026-06-12,117
MED8369,Paracetamol,B19,2025-11-10,123
MED8370,Paracetamol,B20,2026-05-27,41
MED8372,Paracetamol,B22,2025-12-27,51
MED8373,Paracetamol,B23,2026-01-15,175
MED8374,Paracetamol,B24,2025-09-28,36
MED8375,Paracetamol,B25,2026-08-17,71
MED8376,Paracetamol,B26,2026-10-08,196
MED8377,Paracetamol,B27,2026-03-23,58
MED8378,Paracetamol,B28,2026-06-25,6
MED8379,Paracetamol,B29,2025-09-29,12
MED8380,Paracetamol,B30,2025-11-19,97
MED8381,Paracetamol,B31,2026-06-14,111
MED8382,Paracetamol,B32,2026-04-28,151
MED8383,Paracetamol,B33,2026-02-14,98
MED8384,Paracetamol,B34,2025-11-02,83
MED8385,Paracetamol,B35,2026-08-03,138
MED8386,Paracetamol,B36,2025-11-01,157
MED8387,Paracetamol,B37,2026-07-24,44
MED8388,Paracetamol,B38,2026-06-11,59
MED8390,Paracetamol,B40,2026-07-11,95
MED8391,Paracetamol,B41,2026-10-13,20
MED8392,Paracetamol,B42,2025-07-21,107
MED8393,Paracetamol,B43,2025-09-04,115
MED8394,Paracetamol,B44,2026-11-05,157
MED8395,Paracetamol,B45,2025-12-03,68
MED8396,Paracetamol,B46,2026-10-01,35
MED8397,Paracetamol,B47,2026-08-07,3
MED8398,Paracetamol,B48,2026-06-29,163
MED8400,Paracetamol,B0,2025-09-19,157
MED8401,Paracetamol,B1,2025-09-02,165
MED8402,Paracetamol,B2,2026-02-08,104
MED8403,Paracetamol,B3,2025-12-28,184
MED8404,Paracetamol,B4,2026-09-03,92
MED8405,Paracetamol,B5,2026-08-14,156
MED8406,Paracetamol,B6,2025-12-12,177
MED8407,Paracetamol,B7,2025-10-08,14
MED8408,Paracetamol,B8,2025-11-14,193
MED8409,Paracetamol,B9,2026-06-22,50
MED8410,Paracetamol,B10,2025-10-06,24
MED8411,Paracetamol,B11,2025-07-09,26
MED8412,Paracetamol,B12,2026-02-18,34
MED8413,Paracetamol,B13,2025-11-09,94
MED8414,Paracetamol,B14,2026-03-24,117
MED8415,Paracetamol,B15,2026-03-30,159
MED8416,Paracetamol,B16,2026-04-29,134
MED8418,Paracetamol,B18,2025-07-09,105
MED8419,Paracetamol,B19,2025-08-31,16
MED8420,Paracetamol,B20,2025-09-06,129
MED8421,Paracetamol,B21,2026-06-10,104
MED8422,Paracetamol,B22,2025-11-20,5
MED8423,Paracetamol,B23,2026-05-23,86
MED8424,Paracetamol,B24,2025-12-20,114
MED8426,Paracetamol,B26,2026-09-24,88
MED8427,Paracetamol,B27,2026-05-20,179
MED8428,Paracetamol,B28,2025-09-29,194
MED8429,Paracetamol,B29,2025-10-06,187
MED8430,Paracetamol,B30,2026-02-27,135
MED8431,Paracetamol,B31,2026-07-12,168
MED8432,Paracetamol,B32,2026-08-16,23
MED8433,Paracetamol,B33,2026-05-05,76
MED8434,Paracetamol,B34,2026-10-31,168
MED8435,Paracetamol,B35,2026-05-20,73
MED8436,Paracetamol,B36,2026-08-16,190
MED8437,Paracetamol,B37,2026-10-16,35
MED8438,Paracetamol,B38,2025-10-17,121
MED8440,Paracetamol,B40,2026-10-22,49
MED8441,Paracetamol,B41,2026-04-08,144
MED8442,Paracetamol,B42,2026-08-25,51
MED8443,Paracetamol,B43,2025-12-10,173
MED8444,Paracetamol,B44,2026-02-23,100
MED8445,Paracetamol,B45,2026-07-01,169
MED8446,Paracetamol,B46,2026-02-13,79
MED8447,Paracetamol,B47,2025-09-10,49
MED8448,Paracetamol,B48,2025-07-11,76
MED8449,Paracetamol,B49,2026-10-17,195
MED8450,Paracetamol,B0,2025-11-29,177
MED8451,Paracetamol,B1,2026-02-23,1
MED8452,Paracetamol,B2,2026-09-09,142
MED8453,Paracetamol,B3,2026-02-27,191
MED8454,Paracetamol,B4,2026-10-01,181
MED8455,Paracetamol,B5,2026-01-01,18
MED8456,Paracetamol,B6,2026-01-27,50
MED8457,Paracetamol,B7,2026-04-27,165
MED8458,Paracetamol,B8,2026-01-29,71
MED8459,Paracetamol,B9,2026-03-28,164
MED8460,Paracetamol,B10,2025-08-06,52
MED8461,Paracetamol,B11,2026-05-11,195
MED8462,Paracetamol,B12,2026-11-14,136
MED8463,Paracetamol,B13,2025-10-20,87
MED8464,Paracetamol,B14,2026-01-04,132
MED8465,Paracetamol,B15,2026-04-28,113
MED8466,Paracetamol,B16,2025-09-09,25
MED8467,Paracetamol,B17,2026-07-06,12
MED8468,Paracetamol,B18,2025-08-03,75
MED8469,Paracetamol,B19,2025-12-07,102
MED8470,Paracetamol,B20,2025-10-14,199
MED8471,Paracetamol,B21,2026-04-25,57
MED8472,Paracetamol,B22,2025-08-26,59
MED8473,Paracetamol,B23,2026-10-05,52
MED8474,Paracetamol,B24,2026-06-20,188
MED8475,Paracetamol,B25,2025-10-10,94
MED8476,Paracetamol,B26,2026-10-04,162
MED8477,Paracetamol,B27,2026-06-20,182
MED8478,Paracetamol,B28,2026-11-10,200
MED8479,Paracetamol,B29,2026-04-08,92
MED8480,Paracetamol,B30,2026-06-23,154
MED8481,Paracetamol,B31,2026-01-16,67
MED8482,Paracetamol,B32,2026-05-23,170
MED8483,Paracetamol,B33,2025-11-10,117
MED8484,Paracetamol,B34,2026-09-07,96
MED8485,Paracetamol,B35,2025-11-25,43
MED8486,Paracetamol,B36,2026-01-10,78
MED8487,Paracetamol,B37,2025-07-27,159
MED8488,Paracetamol,B38,2025-10-25,167
MED8489,Paracetamol,B39,2026-01-24,102
MED8490,Paracetamol,B40,2025-07-11,131
MED8491,Paracetamol,B41,2025-11-05,33
MED8493,Paracetamol,B43,2026-03-11,165
MED8494,Paracetamol,B44,2025-07-19,174
MED8495,Paracetamol,B45,2026-11-06,70
MED8496,Paracetamol,B46,2026-07-08,99
MED8497,Paracetamol,B47,2026-05-15,99
MED8498,Paracetamol,B48,2026-09-03,126
MED8499,Paracetamol,B49,2026-05-02,2
MED8500,Paracetamol,B0,2026-06-09,126
MED8501,Paracetamol,B1,2026-03-30,51
MED8502,Paracetamol,B2,2026-05-21,75
MED8503,Paracetamol,B3,2026-02-27,79
MED8504,Paracetamol,B4,2025-12-01,125
MED8505,Paracetamol,B5,2025-10-16,110
MED8506,Paracetamol,B6,2026-09-08,95
MED8507,Paracetamol,B7,2026-04-14,30
MED8508,Paracetamol,B8,2026-06-13,4
MED8509,Paracetamol,B9,2025-07-10,77
MED8510,Paracetamol,B10,2026-07-04,156
MED8511,Paracetamol,B11,2026-06-11,164
MED8512,Paracetamol,B12,2026-03-11,54
MED8513,Paracetamol,B13,2025-11-03,33
MED8514,Paracetamol,B14,2025-09-23,41
MED8517,Paracetamol,B17,2026-07-17,55
MED8518,Paracetamol,B18,2025-11-16,85
MED8519,Paracetamol,B19,2025-10-26,28
MED8520,Paracetamol,B20,2026-04-03,125
MED8521,Paracetamol,B21,2026-10-24,178
MED8522,Paracetamol,B22,2026-04-19,191
MED8523,Paracetamol,B23,2026-06-19,106
MED8524,Paracetamol,B24,2026-01-22,17
MED8525,Paracetamol,B25,2026-05-17,143
MED8526,Paracetamol,B26,2025-09-27,15
MED8527,Paracetamol,B27,2026-04-24,119
MED8528,Paracetamol,B28,2025-07-27,6
MED8529,Paracetamol,B29,2026-07-25,2
MED8530,Paracetamol,B30,2026-08-17,112
MED8531,Paracetamol,B31,2026-06-22,5
MED8532,Paracetamol,B32,2025-09-17,144
MED8533,Paracetamol,B33,2026-02-04,99
MED8534,Paracetamol,B34,2025-10-09,173
MED8535,Paracetamol,B35,2026-02-07,75
MED8537,Paracetamol,B37,2025-08-08,11
MED8538,Paracetamol,B38,2026-03-15,143
MED8540,Paracetamol,B40,2025-10-28,91
MED8541,Paracetamol,B41,2026-09-14,78
MED8542,Paracetamol,B42,2025-09-08,62
MED8543,Paracetamol,B43,2026-08-28,186
MED8544,Paracetamol,B44,2026-02-20,158
MED8545,Paracetamol,B45,2025-10-02,146
MED8546,Paracetamol,B46,2026-06-10,124
MED8547,Paracetamol,B47,2025-07-26,47
MED8548,Paracetamol,B48,2026-10-13,42
MED8549,Paracetamol,B49,2026-04-17,188
MED8550,Paracetamol,B0,2025-07-20,134
MED8551,Paracetamol,B1,2026-07-09,178
MED8552,Paracetamol,B2,2026-09-29,97
MED8553,Paracetamol,B3,2026-05-24,145
MED8554,Paracetamol,B4,2025-08-21,106
MED8555,Paracetamol,B5,2026-04-11,62
MED8556,Paracetamol,B6,2025-11-18,182
MED8557,Paracetamol,B7,2025-10-07,79
MED8558,Paracetamol,B8,2025-10-19,141
MED8559,Paracetamol,B9,2026-01-12,179
MED8560,Paracetamol,B10,2026-09-22,16
MED8561,Paracetamol,B11,2025-11-18,132
MED8562,Paracetamol,B12,2025-09-14,186
MED8563,Paracetamol,B13,2025-10-08,11
MED8564,Paracetamol,B14,2026-07-13,108
MED8565,Paracetamol,B15,2025-10-09,124
MED8566,Paracetamol,B16,2025-08-11,40
MED8567,Paracetamol,B17,2026-04-15,135
MED8568,Paracetamol,B18,2025-07-29,50
MED8569,Paracetamol,B19,2026-05-13,52
MED8570,Paracetamol,B20,2025-10-06,56
MED8571,Paracetamol,B21,2026-09-11,63
MED8572,Paracetamol,B22,2025-09-09,131
MED8573,Paracetamol,B23,2026-11-13,172
MED8574,Paracetamol,B24,2025-07-18,152
MED8575,Paracetamol,B25,2026-04-03,24
MED8576,Paracetamol,B26,2025-10-22,37
MED8579,Paracetamol,B29,2026-01-08,8
MED8580,Paracetamol,B30,2026-02-25,48
MED8581,Paracetamol,B31,2026-09-25,93
MED8582,Paracetamol,B32,2026-05-10,63
